monthly_usage_hours,days_since_signup,num_support_tickets,avg_session_minutes,num_referrals,discount_pct_used,upgraded
53.0,271.0,0.0,22.9,0.0,0.8,0
31.6,132.0,0.0,13.7,2.0,0.0,0
56.3,268.0,0.0,26.3,0.0,13.8,0
48.3,1.0,2.0,21.7,2.0,48.5,1
31.6,89.0,4.0,27.9,2.0,10.9,1
72.4,244.0,0.0,27.5,0.0,0.0,0
28.9,135.0,0.0,28.6,2.0,6.2,0
48.2,192.0,1.0,21.4,1.0,5.1,0
8.0,250.0,0.0,33.6,3.0,25.9,0
29.8,77.0,0.0,12.8,2.0,0.0,0
53.0,259.0,0.0,39.3,0.0,0.0,0
58.7,216.0,3.0,20.4,0.0,26.9,0
64.7,249.0,4.0,6.5,0.0,22.8,1
28.1,148.0,0.0,27.6,2.0,0.0,0
43.3,207.0,2.0,21.6,1.0,6.8,0
46.7,19.0,3.0,19.2,1.0,22.0,0
39.6,241.0,0.0,14.9,1.0,0.0,0
65.2,265.0,1.0,26.1,0.0,17.1,0
38.3,88.0,0.0,18.4,1.0,0.0,0
37.2,110.0,2.0,32.0,1.0,5.3,0
35.6,216.0,3.0,29.7,1.0,10.5,0
26.2,164.0,1.0,10.4,2.0,16.3,0
9.4,208.0,0.0,15.6,3.0,0.1,1
60.6,239.0,3.0,27.0,0.0,21.4,0
52.9,49.0,2.0,2.4,1.0,0.0,0
55.7,1.0,3.0,19.8,1.0,0.0,0
25.8,206.0,0.0,20.7,2.0,7.1,1
33.1,1.0,1.0,26.8,3.0,46.9,1
63.1,263.0,0.0,19.7,0.0,0.0,0
41.0,17.0,2.0,29.7,2.0,34.3,1
38.7,260.0,0.0,22.0,1.0,8.4,1
19.6,158.0,0.0,24.0,2.0,13.4,0
57.2,195.0,3.0,14.3,0.0,12.2,0
27.9,127.0,0.0,13.8,2.0,0.0,0
21.7,148.0,0.0,23.6,2.0,16.1,0
45.3,249.0,7.0,32.8,0.0,0.0,1
56.8,166.0,3.0,15.1,0.0,32.7,1
43.8,11.0,2.0,23.7,2.0,0.0,0
26.4,251.0,0.0,8.8,1.0,1.6,1
41.9,251.0,1.0,19.8,1.0,4.3,1
33.3,264.0,0.0,24.9,1.0,12.2,1
51.7,33.0,2.0,17.8,1.0,0.0,0
61.4,234.0,0.0,26.4,0.0,0.0,0
54.8,236.0,0.0,23.2,0.0,0.7,0
37.0,29.0,1.0,25.5,2.0,0.8,0
23.3,151.0,0.0,25.2,2.0,0.0,0
54.8,293.0,0.0,7.8,0.0,0.2,0
54.3,267.0,2.0,8.0,0.0,14.1,0
32.6,104.0,1.0,18.5,2.0,0.0,0
10.6,117.0,0.0,6.9,3.0,5.7,1
6.2,89.0,0.0,24.1,4.0,17.5,1
10.2,232.0,0.0,26.3,3.0,15.5,1
35.4,85.0,0.0,19.5,2.0,0.0,0
45.0,1.0,1.0,24.7,2.0,0.0,0
65.6,211.0,1.0,19.1,0.0,6.9,0
66.2,294.0,0.0,26.2,0.0,0.0,0
43.3,85.0,1.0,10.4,1.0,0.0,0
43.1,152.0,3.0,28.5,1.0,24.0,1
71.7,267.0,0.0,28.2,0.0,0.0,0
17.3,170.0,0.0,17.6,2.0,11.5,0
55.2,136.0,3.0,17.1,0.0,32.2,1
75.4,195.0,2.0,20.7,0.0,14.4,0
57.3,256.0,0.0,15.8,0.0,0.0,0
11.8,241.0,0.0,22.5,2.0,0.8,0
40.3,69.0,1.0,23.2,1.0,0.0,0
66.8,401.0,2.0,21.4,0.0,15.8,1
27.8,108.0,0.0,13.4,2.0,0.0,0
33.8,352.0,3.0,20.2,0.0,3.2,1
43.0,76.0,1.0,30.8,1.0,0.0,0
26.3,155.0,1.0,22.2,2.0,21.2,0
58.1,83.0,3.0,25.8,1.0,32.9,1
52.6,299.0,0.0,33.1,0.0,0.0,0
36.2,84.0,2.0,16.5,2.0,22.0,0
47.4,46.0,3.0,27.8,1.0,0.0,0
26.0,246.0,4.0,9.5,1.0,24.0,0
56.9,232.0,6.0,26.3,0.0,5.3,1
14.0,218.0,0.0,26.4,2.0,17.2,0
32.1,310.0,0.0,6.3,1.0,12.4,1
42.4,269.0,0.0,9.7,1.0,1.5,1
43.6,59.0,2.0,29.9,1.0,0.0,1
57.3,240.0,1.0,27.0,0.0,10.2,0
35.3,218.0,1.0,19.2,1.0,10.0,1
58.9,179.0,0.0,32.0,0.0,7.9,0
34.1,82.0,0.0,19.8,2.0,0.0,0
45.4,1.0,2.0,22.0,2.0,40.0,0
28.8,164.0,1.0,27.3,2.0,0.0,0
45.0,215.0,3.0,20.4,1.0,27.5,0
33.4,239.0,1.0,24.6,1.0,2.7,0
50.3,206.0,1.0,22.8,0.0,3.0,0
28.6,132.0,0.0,29.3,2.0,0.0,0
21.2,189.0,0.0,18.5,2.0,5.5,0
40.1,220.0,0.0,16.0,1.0,0.0,0
10.0,236.0,0.0,13.1,3.0,13.5,0
34.6,192.0,0.0,28.7,2.0,11.3,1
54.4,177.0,4.0,7.5,0.0,14.8,1
34.7,70.0,1.0,10.5,2.0,3.0,0
26.1,102.0,1.0,18.9,2.0,21.7,0
17.2,195.0,3.0,20.8,2.0,3.4,0
28.5,179.0,0.0,31.9,2.0,2.4,0
39.6,80.0,3.0,33.3,1.0,26.7,1
1.1,50.0,0.0,13.6,4.0,4.2,1
36.3,364.0,2.0,18.8,0.0,0.7,1
28.7,96.0,0.0,16.3,2.0,8.4,0
40.1,75.0,1.0,15.1,1.0,0.0,0
51.7,98.0,2.0,29.0,1.0,34.9,1
19.6,146.0,0.0,19.7,2.0,23.7,0
34.3,160.0,5.0,24.8,1.0,20.8,0
18.5,178.0,0.0,19.5,2.0,0.0,0
26.2,140.0,0.0,23.3,2.0,3.4,0
24.2,255.0,1.0,11.7,1.0,2.4,1
42.5,297.0,0.0,23.3,0.0,0.0,0
17.9,173.0,0.0,29.0,2.0,2.8,1
24.8,147.0,0.0,9.1,2.0,0.0,0
50.3,249.0,0.0,19.8,0.0,0.0,0
35.8,32.0,2.0,22.6,2.0,32.5,0
51.0,90.0,3.0,28.9,1.0,27.4,1
49.9,168.0,4.0,19.8,0.0,21.9,1
40.0,106.0,2.0,23.1,1.0,32.9,1
22.5,136.0,0.0,9.0,2.0,6.9,0
57.5,203.0,2.0,31.9,0.0,6.3,0
31.0,56.0,3.0,25.1,2.0,40.4,0
59.8,106.0,3.0,11.7,0.0,33.6,1
38.8,327.0,1.0,22.1,0.0,7.3,0
48.2,245.0,0.0,28.5,0.0,0.0,0
49.0,242.0,0.0,9.3,0.0,1.8,0
43.7,297.0,0.0,26.4,0.0,7.8,0
64.9,236.0,0.0,27.4,0.0,4.1,0
37.3,62.0,2.0,23.6,2.0,14.1,0
61.8,261.0,3.0,19.7,0.0,29.3,0
35.9,206.0,3.0,10.4,1.0,20.9,0
0.1,290.0,0.0,5.0,3.0,31.7,0
0.8,238.0,0.0,22.3,3.0,24.0,0
42.7,148.0,1.0,22.7,1.0,13.0,0
67.8,194.0,0.0,22.8,0.0,0.0,0
32.6,91.0,2.0,35.8,2.0,15.4,0
72.8,200.0,0.0,12.6,0.0,0.0,0
48.9,104.0,3.0,13.9,1.0,24.9,1
32.8,91.0,1.0,16.2,2.0,12.0,0
34.1,59.0,1.0,32.0,2.0,0.0,0
27.5,121.0,0.0,3.5,2.0,1.8,0
24.1,143.0,1.0,20.1,2.0,23.4,0
43.4,23.0,1.0,9.4,2.0,0.0,0
10.9,249.0,0.0,19.3,2.0,2.0,0
49.2,144.0,4.0,23.2,1.0,16.8,1
30.0,130.0,0.0,14.6,2.0,3.2,1
69.2,241.0,6.0,12.2,0.0,4.6,1
44.2,93.0,4.0,12.1,1.0,21.3,1
63.9,234.0,4.0,16.8,0.0,23.9,0
23.1,152.0,0.0,21.7,2.0,0.0,0
36.0,261.0,0.0,24.1,1.0,25.0,1
48.3,157.0,3.0,9.3,1.0,20.8,0
8.7,178.0,0.0,16.4,3.0,28.2,0
49.2,165.0,5.0,27.8,0.0,7.7,1
23.1,203.0,0.0,6.2,2.0,2.5,0
21.3,142.0,0.0,23.0,2.0,0.0,0
38.7,77.0,1.0,29.5,2.0,0.0,0
38.7,99.0,1.0,18.8,1.0,0.0,0
46.9,269.0,0.0,10.4,0.0,0.0,0
37.6,286.0,0.0,23.0,1.0,7.6,0
21.5,196.0,0.0,39.1,2.0,0.5,1
59.0,276.0,0.0,26.6,0.0,0.0,0
32.2,96.0,0.0,29.1,2.0,0.5,0
40.5,129.0,4.0,31.8,1.0,20.8,1
25.4,172.0,1.0,7.7,2.0,27.2,0
35.0,79.0,2.0,14.2,2.0,15.2,0
21.0,137.0,2.0,13.1,2.0,48.8,0
27.7,134.0,0.0,24.5,2.0,0.0,0
41.1,305.0,1.0,26.8,0.0,9.0,1
27.2,226.0,2.0,29.2,1.0,0.0,1
29.7,114.0,1.0,14.1,2.0,21.4,0
54.3,249.0,1.0,22.3,0.0,7.9,0
72.3,284.0,0.0,11.7,0.0,0.0,0
9.3,159.0,0.0,15.8,3.0,4.6,0
68.1,216.0,0.0,23.1,0.0,0.0,0
17.3,157.0,0.0,39.3,2.0,0.7,0
50.8,259.0,1.0,26.0,0.0,16.3,0
62.2,228.0,0.0,31.4,0.0,0.0,0
27.3,159.0,0.0,17.9,2.0,7.5,0
60.3,105.0,3.0,20.2,0.0,27.7,1
21.3,143.0,0.0,12.0,2.0,17.4,0
53.3,309.0,0.0,5.4,0.0,5.3,0
42.2,232.0,1.0,27.7,1.0,8.7,0
56.1,309.0,0.0,25.5,0.0,4.3,1
32.5,81.0,2.0,20.5,2.0,15.9,0
50.1,251.0,0.0,13.0,0.0,0.0,0
60.1,280.0,5.0,15.0,0.0,14.6,1
16.3,178.0,3.0,14.1,2.0,0.0,1
55.6,233.0,0.0,6.6,0.0,0.0,0
52.7,68.0,1.0,12.8,1.0,0.0,0
21.0,147.0,0.0,21.3,2.0,15.2,0
14.6,189.0,0.0,7.7,3.0,11.2,0
26.1,180.0,2.0,19.8,2.0,28.7,0
68.7,244.0,0.0,21.4,0.0,0.0,0
54.8,346.0,1.0,14.5,0.0,9.7,1
33.9,337.0,0.0,14.5,1.0,23.5,1
19.1,152.0,0.0,16.8,2.0,19.4,0
33.2,100.0,1.0,20.0,2.0,7.5,0
14.6,193.0,0.0,14.7,2.0,20.1,0
25.2,113.0,1.0,20.4,2.0,20.8,0
35.5,60.0,1.0,8.5,2.0,0.0,0
56.0,82.0,3.0,25.5,1.0,39.5,1
30.5,124.0,1.0,35.4,2.0,1.0,0
45.7,43.0,2.0,27.0,1.0,4.0,0
45.2,205.0,5.0,9.9,0.0,11.2,1
59.7,451.0,2.0,5.7,0.0,11.9,1
45.6,258.0,1.0,20.2,0.0,0.0,0
43.2,60.0,3.0,23.2,1.0,20.4,1
58.8,227.0,5.0,24.4,0.0,8.6,1
39.7,234.0,0.0,13.6,1.0,0.0,0
17.3,215.0,0.0,32.6,2.0,7.4,1
54.4,215.0,0.0,10.3,0.0,0.0,0
36.4,74.0,1.0,1.0,2.0,0.0,0
69.0,216.0,4.0,14.0,0.0,20.6,1
23.9,178.0,0.0,14.0,2.0,5.4,0
33.8,96.0,0.0,23.8,2.0,4.8,0
67.9,276.0,0.0,32.8,0.0,16.5,0
6.4,219.0,0.0,15.2,3.0,9.0,0
58.5,255.0,0.0,22.1,0.0,0.0,0
22.9,217.0,0.0,13.7,2.0,8.1,1
54.2,196.0,3.0,6.5,0.0,23.3,0
43.7,90.0,2.0,14.3,1.0,0.0,0
40.5,1.0,1.0,24.6,2.0,40.1,1
39.7,224.0,1.0,14.2,1.0,10.1,1
18.8,191.0,0.0,33.4,2.0,0.0,0
26.7,141.0,0.0,14.0,2.0,0.0,0
49.9,203.0,4.0,20.5,0.0,21.0,0
37.2,29.0,1.0,11.2,2.0,1.7,0
29.1,326.0,1.0,19.8,1.0,4.4,0
27.4,280.0,3.0,18.2,1.0,8.4,0
47.5,217.0,3.0,19.3,0.0,24.6,0
24.9,162.0,1.0,22.3,2.0,22.7,0
61.8,233.0,0.0,16.4,0.0,10.1,0
54.3,131.0,4.0,24.3,0.0,26.7,1
56.2,146.0,5.0,28.9,0.0,11.6,1
57.4,253.0,3.0,30.1,0.0,19.6,1
47.8,66.0,3.0,28.5,1.0,29.2,1
55.5,44.0,3.0,17.3,1.0,39.2,1
16.0,1.0,5.0,21.2,3.0,13.3,1
52.0,212.0,0.0,14.9,0.0,1.3,0
57.3,253.0,2.0,24.0,0.0,12.9,0
29.8,145.0,1.0,13.0,2.0,6.6,0
65.8,202.0,4.0,14.2,0.0,28.7,1
43.3,79.0,4.0,15.9,1.0,19.3,1
22.1,171.0,0.0,29.7,2.0,3.7,0
53.7,39.0,2.0,19.4,1.0,36.8,1
20.8,207.0,0.0,21.4,2.0,15.3,0
18.6,150.0,0.0,11.4,2.0,8.0,0
32.4,72.0,0.0,23.6,2.0,0.0,0
61.9,288.0,0.0,16.3,0.0,0.0,0
28.5,93.0,2.0,38.5,2.0,39.0,0
44.5,8.0,1.0,32.8,2.0,0.0,0
22.1,107.0,0.0,10.0,2.0,18.7,0
49.3,328.0,1.0,28.8,0.0,16.2,1
64.3,244.0,0.0,23.8,0.0,5.2,0
46.5,91.0,4.0,13.4,1.0,20.3,1
38.9,47.0,2.0,8.4,2.0,11.3,0
45.7,250.0,0.0,9.6,1.0,0.0,0
46.4,230.0,4.0,14.0,0.0,12.2,1
36.6,107.0,2.0,22.2,2.0,7.4,0
41.1,284.0,0.0,21.6,1.0,0.0,0
20.8,173.0,0.0,27.2,2.0,0.0,0
40.8,55.0,2.0,19.8,2.0,7.3,0
19.7,115.0,1.0,20.3,2.0,0.4,1
29.3,145.0,1.0,14.1,2.0,10.4,0
64.1,246.0,5.0,17.1,0.0,13.6,1
39.5,292.0,0.0,26.4,1.0,0.0,0
45.9,194.0,5.0,16.9,0.0,5.1,1
51.0,407.0,5.0,22.0,0.0,0.0,1
60.1,163.0,4.0,19.2,0.0,19.9,1
38.9,53.0,0.0,32.7,2.0,0.0,0
35.2,82.0,1.0,26.8,2.0,7.1,0
7.1,257.0,0.0,12.5,3.0,10.4,0
29.3,257.0,0.0,14.9,1.0,15.4,1
54.8,12.0,4.0,25.6,1.0,4.9,0
33.4,123.0,0.0,17.0,2.0,0.0,0
24.6,171.0,1.0,17.4,2.0,17.5,0
33.8,38.0,3.0,26.7,2.0,25.7,1
58.4,472.0,0.0,21.3,0.0,28.7,1
49.8,348.0,0.0,13.2,0.0,0.0,0
37.3,106.0,2.0,12.1,1.0,5.4,0
56.3,252.0,1.0,20.6,0.0,12.2,0
33.7,193.0,1.0,24.6,1.0,7.3,1
14.2,215.0,0.0,12.0,2.0,15.1,0
36.2,218.0,1.0,17.1,1.0,17.3,0
22.5,125.0,0.0,9.3,2.0,18.0,0
30.7,121.0,0.0,25.0,2.0,0.0,0
34.9,328.0,2.0,18.6,1.0,12.0,1
21.9,272.0,0.0,24.3,2.0,8.5,1
26.0,184.0,1.0,17.3,2.0,3.2,1
35.1,202.0,7.0,32.2,1.0,40.5,0
49.2,345.0,0.0,20.2,0.0,28.3,1
41.1,190.0,1.0,15.9,1.0,0.4,0
41.2,21.0,1.0,19.1,2.0,0.0,1
30.3,120.0,1.0,19.8,2.0,13.0,0
43.3,45.0,3.0,19.5,1.0,11.2,0
62.2,226.0,3.0,24.1,0.0,19.5,0
58.4,277.0,0.0,21.3,0.0,2.2,0
24.6,122.0,0.0,25.3,2.0,9.3,0
12.3,157.0,0.0,25.3,3.0,0.0,1
18.3,210.0,0.0,32.6,2.0,0.0,0
18.7,177.0,0.0,16.7,2.0,21.0,0
41.2,325.0,0.0,13.0,1.0,27.2,1
35.1,76.0,3.0,33.6,2.0,15.4,1
24.3,126.0,0.0,22.4,2.0,3.3,0
49.2,232.0,0.0,16.6,0.0,2.4,0
60.0,204.0,1.0,20.3,0.0,8.7,0
63.1,198.0,0.0,34.4,0.0,8.6,0
31.4,255.0,0.0,8.9,1.0,0.3,0
32.6,246.0,0.0,10.9,1.0,14.7,1
46.7,225.0,2.0,10.1,0.0,8.8,0
20.0,179.0,0.0,37.0,2.0,14.5,0
40.3,281.0,0.0,17.6,1.0,0.6,0
29.8,127.0,0.0,29.9,2.0,3.3,0
33.1,87.0,2.0,2.6,2.0,30.5,0
54.4,210.0,5.0,9.5,0.0,18.6,1
42.7,271.0,3.0,19.1,0.0,9.7,1
45.1,25.0,3.0,21.3,1.0,4.9,0
14.0,217.0,0.0,17.6,2.0,14.6,0
38.8,201.0,1.0,19.6,1.0,0.0,0
66.3,259.0,5.0,17.9,0.0,12.9,1
50.1,282.0,0.0,19.8,0.0,3.5,0
37.8,350.0,1.0,20.0,0.0,7.4,1
31.2,128.0,0.0,17.6,2.0,1.2,0
23.6,199.0,0.0,28.0,2.0,0.0,0
52.0,124.0,5.0,17.2,0.0,17.6,1
58.4,250.0,3.0,20.8,0.0,19.2,0
35.6,254.0,0.0,16.8,1.0,9.6,1
47.5,256.0,1.0,33.6,0.0,5.0,1
39.7,68.0,2.0,18.6,2.0,4.7,0
30.9,229.0,0.0,18.3,1.0,5.8,1
35.3,63.0,0.0,29.8,2.0,0.0,0
22.8,174.0,1.0,15.7,2.0,1.6,1
16.9,149.0,0.0,24.3,3.0,21.9,0
31.9,160.0,3.0,15.5,1.0,7.8,0
50.5,279.0,1.0,13.6,0.0,13.5,0
33.3,95.0,1.0,27.4,2.0,5.3,0
60.2,229.0,0.0,30.4,0.0,8.9,0
26.6,170.0,0.0,13.6,2.0,5.8,0
42.1,31.0,2.0,26.2,2.0,38.2,1
39.5,201.0,0.0,30.2,1.0,0.0,0
44.9,180.0,2.0,23.5,1.0,6.5,0
48.8,189.0,2.0,16.5,1.0,14.7,0
17.8,178.0,0.0,25.5,2.0,13.2,0
53.7,202.0,0.0,11.2,0.0,0.0,0
42.9,40.0,4.0,18.4,1.0,32.0,0
40.6,223.0,6.0,37.0,0.0,1.1,1
45.3,72.0,1.0,20.9,1.0,0.0,0
55.6,156.0,4.0,26.6,0.0,20.6,1
15.8,124.0,1.0,20.7,3.0,12.3,1
24.6,147.0,0.0,20.8,2.0,9.9,0
51.3,202.0,1.0,23.8,0.0,0.7,0
24.1,134.0,1.0,21.0,2.0,28.2,0
21.4,177.0,1.0,19.8,2.0,32.0,0
61.1,173.0,4.0,30.3,0.0,22.2,1
35.3,264.0,2.0,30.0,1.0,18.7,0
41.6,234.0,0.0,19.8,1.0,0.0,0
23.8,169.0,0.0,17.1,2.0,4.2,1
29.5,119.0,1.0,25.0,2.0,5.4,0
39.3,333.0,3.0,20.1,0.0,3.0,1
61.5,202.0,2.0,14.2,0.0,28.3,0
27.0,221.0,0.0,25.6,2.0,14.6,1
27.9,189.0,2.0,32.1,1.0,0.0,1
60.1,145.0,3.0,15.0,0.0,23.9,1
36.4,237.0,1.0,23.8,1.0,1.2,0
0.4,329.0,0.0,27.2,3.0,28.5,0
42.8,62.0,3.0,14.1,1.0,35.6,1
27.1,145.0,0.0,19.5,2.0,0.0,0
54.9,155.0,3.0,17.2,0.0,20.4,0
34.0,74.0,1.0,17.4,2.0,16.7,0
37.8,111.0,4.0,15.9,1.0,14.5,1
64.9,300.0,0.0,15.0,0.0,10.6,0
68.1,177.0,2.0,16.6,0.0,21.5,0
69.4,262.0,0.0,24.4,0.0,0.0,0
59.0,260.0,0.0,17.7,0.0,2.4,0
40.4,249.0,2.0,10.0,1.0,12.9,0
57.2,233.0,1.0,21.7,0.0,1.7,0
32.3,203.0,3.0,15.3,1.0,19.5,0
13.6,279.0,1.0,17.0,2.0,5.9,0
49.3,248.0,0.0,21.0,0.0,0.0,0
65.1,245.0,0.0,20.2,0.0,10.5,0
18.8,206.0,0.0,15.8,2.0,7.4,0
51.7,33.0,3.0,11.7,1.0,1.0,0
56.6,221.0,0.0,28.8,0.0,0.0,0
52.6,9.0,2.0,22.7,1.0,0.0,0
26.4,187.0,5.0,37.3,1.0,27.6,0
67.8,271.0,2.0,26.3,0.0,22.5,0
32.6,111.0,1.0,13.1,2.0,3.7,0
32.8,89.0,1.0,40.5,2.0,10.2,0
30.6,128.0,0.0,17.2,2.0,3.2,0
28.9,109.0,2.0,11.4,2.0,25.0,0
35.4,264.0,0.0,24.6,1.0,4.3,1
30.4,152.0,1.0,13.0,2.0,9.2,1
38.6,66.0,1.0,1.0,2.0,1.4,0
10.9,246.0,0.0,21.9,2.0,4.2,0
40.8,162.0,5.0,1.0,1.0,20.8,0
67.7,222.0,0.0,7.6,0.0,11.9,0
69.8,266.0,0.0,4.8,0.0,0.0,0
49.9,95.0,3.0,22.8,1.0,26.7,1
41.8,298.0,0.0,4.5,1.0,17.2,1
62.0,1.0,4.0,26.5,1.0,0.0,0
57.9,182.0,4.0,28.5,0.0,20.7,1
41.0,219.0,1.0,3.5,1.0,8.5,0
33.0,57.0,1.0,22.3,2.0,9.6,0
31.5,219.0,2.0,16.6,1.0,8.1,0
48.1,83.0,3.0,9.2,1.0,0.3,0
40.4,49.0,3.0,9.2,2.0,27.7,0
33.7,264.0,0.0,18.9,1.0,0.0,0
39.7,122.0,3.0,13.9,1.0,20.0,1
31.1,106.0,1.0,30.2,2.0,13.4,0
51.9,257.0,1.0,23.5,0.0,13.6,1
55.9,253.0,0.0,10.2,0.0,0.0,0
41.2,131.0,4.0,25.6,1.0,14.4,1
18.4,147.0,0.0,18.6,2.0,6.3,1
76.8,283.0,7.0,18.0,0.0,13.1,1
27.8,143.0,0.0,20.5,2.0,0.0,0
56.6,103.0,4.0,8.2,0.0,22.7,1
64.5,1.0,5.0,37.5,1.0,4.8,0
32.6,132.0,0.0,27.6,2.0,0.0,0
27.2,182.0,4.0,25.9,1.0,7.2,0
38.4,273.0,0.0,1.0,1.0,0.0,0
41.1,89.0,3.0,28.2,1.0,9.8,0
10.6,245.0,0.0,27.4,2.0,6.6,0
50.3,40.0,3.0,13.6,1.0,30.1,1
59.4,252.0,1.0,24.3,0.0,13.8,0
47.5,1.0,2.0,18.6,1.0,0.0,0
69.4,254.0,0.0,9.4,0.0,12.8,0
26.9,119.0,0.0,17.6,2.0,3.7,0
47.3,65.0,2.0,10.9,1.0,34.9,1
38.7,337.0,0.0,26.4,1.0,16.4,1
52.4,211.0,2.0,27.8,0.0,16.4,0
45.4,8.0,4.0,22.9,1.0,22.4,1
67.6,194.0,4.0,24.8,0.0,32.9,1
67.8,140.0,3.0,19.4,0.0,32.2,1
22.3,158.0,0.0,21.2,2.0,13.3,1
11.4,52.0,2.0,14.9,3.0,0.0,1
41.7,292.0,0.0,29.0,1.0,0.0,0
16.6,187.0,0.0,29.0,2.0,18.1,0
28.4,60.0,1.0,4.5,2.0,23.8,1
39.4,69.0,2.0,24.7,2.0,2.0,0
31.2,222.0,0.0,43.9,1.0,1.5,1
23.9,324.0,0.0,19.2,1.0,7.8,1
38.7,196.0,4.0,21.9,1.0,23.4,0
45.1,214.0,0.0,25.9,1.0,0.0,0
65.3,218.0,1.0,19.9,0.0,7.5,0
19.4,68.0,1.0,18.7,3.0,0.0,1
22.3,194.0,0.0,32.2,2.0,9.7,0
30.8,130.0,2.0,28.6,2.0,25.9,0
34.6,189.0,4.0,25.9,1.0,7.8,1
20.7,183.0,0.0,28.6,2.0,19.7,0
44.4,262.0,0.0,10.1,1.0,3.5,0
13.1,201.0,0.0,31.9,3.0,0.1,0
37.6,290.0,1.0,32.3,1.0,0.0,1
38.6,265.0,0.0,22.7,1.0,15.1,1
46.2,229.0,2.0,33.7,0.0,10.5,0
68.4,184.0,0.0,19.0,0.0,0.0,0
26.4,78.0,1.0,29.4,2.0,0.0,1
37.0,287.0,0.0,19.8,1.0,0.0,0
48.6,133.0,2.0,25.0,1.0,39.1,1
21.1,167.0,0.0,22.1,2.0,17.4,0
54.9,260.0,0.0,17.2,0.0,2.9,0
60.2,220.0,0.0,18.8,0.0,0.4,0
44.6,41.0,2.0,27.1,1.0,0.0,0
35.6,315.0,2.0,24.1,1.0,7.2,1
51.9,277.0,1.0,26.1,0.0,22.6,0
25.5,313.0,0.0,13.8,2.0,33.5,1
0.0,56.0,0.0,17.6,4.0,2.6,1
71.3,266.0,0.0,17.3,0.0,7.7,0
36.8,95.0,1.0,28.6,2.0,0.0,0
33.7,255.0,3.0,18.2,1.0,18.5,0
53.7,246.0,0.0,17.6,0.0,6.3,0
20.8,160.0,0.0,37.9,2.0,2.2,0
63.5,210.0,0.0,21.4,0.0,0.0,0
43.7,262.0,0.0,7.4,1.0,0.0,0
67.0,208.0,1.0,18.1,0.0,4.4,0
21.2,108.0,0.0,19.2,3.0,0.0,0
75.5,284.0,0.0,18.1,0.0,13.3,0
14.8,197.0,0.0,13.1,2.0,4.1,0
47.1,157.0,4.0,12.3,1.0,25.4,1
7.5,267.0,0.0,29.9,3.0,0.0,0
34.8,9.0,3.0,30.1,2.0,34.1,1
36.8,167.0,0.0,24.9,1.0,3.4,1
43.0,224.0,0.0,26.1,1.0,0.0,0
55.3,217.0,5.0,28.2,0.0,7.6,1
47.0,44.0,3.0,11.4,1.0,32.0,1
48.1,61.0,3.0,35.4,1.0,36.6,1
18.8,139.0,0.0,19.3,3.0,17.9,0
22.3,173.0,0.0,14.9,2.0,18.8,0
57.8,233.0,0.0,13.7,0.0,0.0,0
66.2,206.0,1.0,14.4,0.0,23.4,0
30.2,281.0,0.0,11.9,1.0,21.3,1
27.9,78.0,1.0,29.1,2.0,15.0,0
18.8,194.0,5.0,14.0,2.0,0.0,1
61.0,275.0,0.0,35.4,0.0,3.0,0
72.6,220.0,1.0,18.1,0.0,19.2,0
43.1,250.0,3.0,24.2,0.0,25.9,0
63.9,239.0,1.0,21.1,0.0,0.4,0
36.6,319.0,0.0,10.2,1.0,1.2,0
51.7,220.0,4.0,31.4,0.0,32.5,0
25.2,116.0,0.0,24.0,2.0,3.4,0
58.8,247.0,2.0,14.6,0.0,24.6,0
80.9,271.0,0.0,19.9,0.0,0.0,0
24.3,165.0,0.0,25.9,2.0,0.0,1
32.1,111.0,0.0,14.9,2.0,0.0,0
13.7,176.0,0.0,25.9,3.0,5.5,0
27.3,221.0,2.0,30.3,1.0,19.7,0
48.4,225.0,0.0,19.2,0.0,0.0,0
6.6,253.0,0.0,15.6,3.0,33.1,0
57.4,216.0,0.0,14.6,0.0,8.7,0
20.8,174.0,0.0,15.7,2.0,15.4,0
31.6,82.0,1.0,10.6,2.0,2.4,0
28.7,187.0,0.0,27.5,2.0,0.0,0
33.9,85.0,3.0,24.1,2.0,43.7,0
31.3,199.0,0.0,10.3,2.0,0.0,1
11.4,105.0,0.0,37.1,3.0,0.0,1
17.5,236.0,0.0,28.7,2.0,21.2,0
51.9,230.0,0.0,16.1,0.0,1.4,0
24.3,169.0,0.0,23.1,2.0,9.1,0
55.2,1.0,3.0,13.8,1.0,45.7,1
40.9,28.0,3.0,24.1,2.0,14.6,0
58.1,231.0,1.0,15.6,0.0,2.4,0
56.1,229.0,0.0,24.0,0.0,4.4,0
61.0,249.0,0.0,28.4,0.0,4.4,0
28.7,114.0,0.0,31.9,2.0,3.8,0
55.1,302.0,0.0,2.8,0.0,0.0,0
64.3,291.0,0.0,8.9,0.0,6.0,0
37.8,69.0,1.0,13.2,2.0,0.7,0
32.3,111.0,1.0,25.8,2.0,2.7,0
62.4,138.0,5.0,24.7,0.0,22.3,1
58.5,236.0,1.0,25.5,0.0,6.8,0
34.3,352.0,0.0,11.3,1.0,12.1,1
16.6,180.0,0.0,11.9,2.0,11.3,0
46.6,225.0,3.0,26.1,0.0,12.8,0
37.5,64.0,0.0,18.9,2.0,0.0,0
56.2,233.0,2.0,19.1,0.0,24.0,0
52.9,182.0,3.0,20.7,0.0,25.5,1
44.0,339.0,3.0,17.0,0.0,2.5,1
